# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "8" "-p" "-t" "transcript" "-a" "../KPN MGH 78578_genome.gtf" "-o" "reads_annotate/SRR1720515_annotate.tsv" "bam_merge_paired/SRR1720515_merge_sort.bam" 
Geneid	Chr	Start	End	Strand	Length	bam_merge_paired/SRR1720515_merge_sort.bam
gene-KPN_03908	CP000647.1	4284629	4285069	+	441	127
gene-KPN_03909	CP000647.1	4285038	4287314	-	2277	143
gene-KPN_03910	CP000647.1	4287536	4288198	+	663	35
gene-KPN_03911	CP000647.1	4288302	4289318	+	1017	44
gene-KPN_03912	CP000647.1	4289430	4290179	+	750	115
gene-KPN_03913	CP000647.1	4290183	4291118	+	936	253
gene-KPN_03914	CP000647.1	4291265	4292503	+	1239	334
gene-KPN_03915	CP000647.1	4292528	4293499	+	972	364
gene-KPN_03916	CP000647.1	4293608	4294279	-	672	336
gene-KPN_03917	CP000647.1	4294759	4296114	+	1356	54
gene-KPN_03918	CP000647.1	4296360	4296650	+	291	920
gene-KPN_03919	CP000647.1	4296903	4297115	+	213	750
gene-KPN_03920	CP000647.1	4297214	4298833	-	1620	82
gene-KPN_03921	CP000647.1	4299135	4299347	-	213	10
gene-KPN_03922	CP000647.1	4299614	4301683	-	2070	1486
gene-KPN_03923	CP000647.1	4301693	4302604	-	912	205
gene-KPN_03924	CP000647.1	4302732	4303046	-	315	136
gene-KPN_03925	CP000647.1	4303211	4304206	+	996	75
gene-KPN_03926	CP000647.1	4304233	4304676	-	444	46
gene-KPN_03927	CP000647.1	4304711	4305082	-	372	10
gene-KPN_03928	CP000647.1	4305251	4306705	-	1455	59
gene-KPN_03929	CP000647.1	4306798	4308132	-	1335	209
gene-KPN_03930	CP000647.1	4308672	4309610	+	939	390
gene-KPN_03931	CP000647.1	4309675	4311216	+	1542	57
gene-KPN_03932	CP000647.1	4311194	4312375	+	1182	33
gene-KPN_03933	CP000647.1	4312608	4313786	+	1179	183
gene-KPN_03934	CP000647.1	4313824	4314387	-	564	305
gene-KPN_03935	CP000647.1	4314957	4316990	+	2034	293
gene-KPN_03936	CP000647.1	4317161	4318417	+	1257	129
gene-KPN_03937	CP000647.1	4318460	4318945	-	486	94
gene-KPN_03938	CP000647.1	4319190	4321031	-	1842	105
gene-KPN_03939	CP000647.1	4321028	4322416	-	1389	115
gene-KPN_03940	CP000647.1	4322522	4323130	-	609	161
gene-KPN_03942	CP000647.1	4324098	4326005	+	1908	507
gene-KPN_03943	CP000647.1	4326106	4327254	+	1149	340
gene-KPN_03944	CP000647.1	4327251	4327850	+	600	444
gene-KPN_03945	CP000647.1	4327839	4328063	-	225	563
gene-KPN_03946	CP000647.1	4328336	4328698	+	363	818
gene-KPN_03947	CP000647.1	4328984	4330639	+	1656	116
gene-KPN_03948	CP000647.1	4330645	4331409	+	765	14
gene-KPN_03949	CP000647.1	4331409	4332593	+	1185	130
gene-KPN_03950	CP000647.1	4332686	4333159	+	474	47
gene-KPN_03951	CP000647.1	4333262	4334083	-	822	146
gene-KPN_03952	CP000647.1	4334157	4335176	-	1020	186
gene-KPN_03953	CP000647.1	4335176	4335643	-	468	737
gene-KPN_03954	CP000647.1	4335704	4335955	-	252	1239
gene-KPN_03955	CP000647.1	4336060	4336491	-	432	970
gene-KPN_03956	CP000647.1	4336758	4338281	+	1524	124
gene-KPN_03957	CP000647.1	4338420	4338692	-	273	13
gene-KPN_03958	CP000647.1	4338705	4339562	+	858	202
gene-KPN_03959	CP000647.1	4339566	4340513	+	948	223
gene-KPN_03960	CP000647.1	4340519	4341307	-	789	647
gene-KPN_03961	CP000647.1	4341476	4342501	-	1026	4289
gene-KPN_03962	CP000647.1	4342514	4343707	-	1194	978
gene-KPN_03963	CP000647.1	4343921	4344853	+	933	1082
gene-KPN_03964	CP000647.1	4344863	4345921	+	1059	286
gene-KPN_03965	CP000647.1	4345955	4346896	+	942	102
gene-KPN_03966	CP000647.1	4347869	4348951	+	1083	126
gene-KPN_03967	CP000647.1	4350093	4351088	-	996	154
gene-KPN_03968	CP000647.1	4351167	4352243	+	1077	113
gene-KPN_03969	CP000647.1	4352240	4353367	+	1128	66
gene-KPN_03970	CP000647.1	4353370	4354464	+	1095	87
gene-KPN_03971	CP000647.1	4354494	4355483	+	990	111
gene-KPN_03972	CP000647.1	4355575	4356849	+	1275	278
gene-KPN_03973	CP000647.1	4356849	4357625	+	777	170
gene-KPN_03974	CP000647.1	4357622	4358101	+	480	114
gene-KPN_03975	CP000647.1	4358289	4359098	-	810	46
gene-KPN_03976	CP000647.1	4359234	4359401	-	168	671
gene-KPN_03977	CP000647.1	4359422	4359658	-	237	918
gene-KPN_03978	CP000647.1	4359875	4360540	-	666	631
gene-KPN_03979	CP000647.1	4360710	4361927	+	1218	72
gene-KPN_03980	CP000647.1	4361905	4362363	+	459	60
gene-KPN_03981	CP000647.1	4362488	4363084	+	597	155
gene-KPN_03982	CP000647.1	4363260	4364276	+	1017	130
gene-KPN_03983	CP000647.1	4364312	4364953	-	642	371
gene-KPN_03984	CP000647.1	4365064	4365780	-	717	180
gene-KPN_03985	CP000647.1	4365877	4367016	-	1140	183
gene-KPN_03986	CP000647.1	4367003	4367920	-	918	8
gene-KPN_03987	CP000647.1	4367913	4368800	-	888	0
gene-KPN_03988	CP000647.1	4368799	4368930	+	132	6
gene-KPN_03989	CP000647.1	4368968	4370668	-	1701	15
gene-KPN_03990	CP000647.1	4371168	4372031	+	864	1070
gene-KPN_03991	CP000647.1	4372214	4372960	+	747	17
gene-KPN_03992	CP000647.1	4372963	4374021	+	1059	48
gene-KPN_03993	CP000647.1	4374077	4375327	-	1251	54
gene-KPN_03994	CP000647.1	4375603	4376220	+	618	44
gene-KPN_03995	CP000647.1	4376226	4377920	-	1695	14
gene-KPN_03996	CP000647.1	4378161	4378784	+	624	1081
gene-KPN_03997	CP000647.1	4378839	4379114	+	276	2745
gene-KPN_03998	CP000647.1	4379133	4381253	+	2121	2086
gene-KPN_03999	CP000647.1	4381258	4381947	+	690	104
gene-KPN_04000	CP000647.1	4381953	4384034	+	2082	217
gene-KPN_04001	CP000647.1	4384083	4385093	+	1011	108
gene-KPN_04002	CP000647.1	4385244	4385990	+	747	473
gene-KPN_04003	CP000647.1	4385991	4386419	-	429	52
gene-KPN_04004	CP000647.1	4386568	4387134	+	567	51
gene-KPN_04005	CP000647.1	4387262	4388011	+	750	3061
gene-KPN_04006	CP000647.1	4388104	4389408	-	1305	30
gene-KPN_04007	CP000647.1	4389473	4390216	-	744	42
gene-KPN_04008	CP000647.1	4390406	4391395	-	990	84
gene-KPN_04009	CP000647.1	4391547	4391792	-	246	952
gene-KPN_04010	CP000647.1	4392235	4393086	+	852	55
gene-KPN_04011	CP000647.1	4393108	4394619	+	1512	319
gene-KPN_04012	CP000647.1	4394734	4395936	-	1203	738
gene-KPN_04013	CP000647.1	4396221	4397612	+	1392	50
gene-KPN_04014	CP000647.1	4397753	4399468	+	1716	70
gene-KPN_04015	CP000647.1	4399714	4401273	+	1560	19
gene-KPN_04016	CP000647.1	4401286	4402665	+	1380	102
gene-KPN_04017	CP000647.1	4402712	4403434	-	723	10
gene-KPN_04018	CP000647.1	4403590	4405908	-	2319	281
gene-KPN_04019	CP000647.1	4405921	4407315	-	1395	7
gene-KPN_04020	CP000647.1	4407608	4407698	+	91	55
gene-KPN_04021	CP000647.1	4407868	4408335	+	468	8
gene-KPN_04022	CP000647.1	4408448	4409455	+	1008	6
gene-KPN_04023	CP000647.1	4409457	4409747	+	291	0
gene-KPN_04024	CP000647.1	4409798	4410496	-	699	12
gene-KPN_04026	CP000647.1	4411914	4412867	-	954	56
gene-KPN_04027	CP000647.1	4412889	4413668	-	780	14
gene-KPN_04028	CP000647.1	4413834	4414394	+	561	81
gene-KPN_04029	CP000647.1	4414384	4415238	-	855	52
gene-KPN_04030	CP000647.1	4415263	4416072	-	810	907
gene-KPN_04031	CP000647.1	4416201	4417106	-	906	8
gene-KPN_04032	CP000647.1	4417223	4417759	+	537	52
gene-KPN_04033	CP000647.1	4417780	4418250	-	471	56
gene-KPN_04034	CP000647.1	4418253	4418879	-	627	6
gene-KPN_04035	CP000647.1	4418975	4419889	+	915	36
gene-KPN_04036	CP000647.1	4419886	4421379	-	1494	37
gene-KPN_04037	CP000647.1	4421460	4422107	+	648	16
gene-KPN_04038	CP000647.1	4422611	4423027	-	417	57
gene-KPN_04039	CP000647.1	4423503	4424531	+	1029	2
gene-KPN_04040	CP000647.1	4424531	4427638	+	3108	0
gene-KPN_04041	CP000647.1	4427660	4429006	+	1347	3
gene-KPN_04042	CP000647.1	4429052	4430215	+	1164	4
gene-KPN_04043	CP000647.1	4430378	4431280	+	903	8
gene-KPN_04044	CP000647.1	4431305	4432738	+	1434	12
gene-KPN_04045	CP000647.1	4432890	4433792	+	903	141
gene-KPN_04046	CP000647.1	4434193	4435059	-	867	199
gene-KPN_04047	CP000647.1	4435059	4436144	-	1086	3
gene-KPN_04048	CP000647.1	4436145	4436858	-	714	0
gene-KPN_04049	CP000647.1	4436855	4437595	-	741	6
gene-KPN_04050	CP000647.1	4437759	4438949	+	1191	37
gene-KPN_04051	CP000647.1	4438946	4440208	-	1263	47
gene-KPN_04052	CP000647.1	4440222	4441592	-	1371	19
gene-KPN_04053	CP000647.1	4441804	4442745	-	942	29
gene-KPN_04054	CP000647.1	4443039	4443353	+	315	14
gene-KPN_04055	CP000647.1	4443365	4444687	+	1323	31
gene-KPN_04056	CP000647.1	4444785	4445087	+	303	6
gene-KPN_04057	CP000647.1	4445262	4446611	+	1350	6
gene-KPN_04058	CP000647.1	4446805	4447602	-	798	0
gene-KPN_04059	CP000647.1	4447605	4448468	-	864	10
gene-KPN_04060	CP000647.1	4448465	4449577	-	1113	3
gene-KPN_04061	CP000647.1	4449583	4450596	-	1014	17
gene-KPN_04062	CP000647.1	4450773	4451471	-	699	12
gene-KPN_04063	CP000647.1	4451634	4452737	+	1104	22
gene-KPN_04064	CP000647.1	4452747	4453556	+	810	5
gene-KPN_04065	CP000647.1	4453553	4454746	-	1194	10
gene-KPN_04066	CP000647.1	4454925	4455317	+	393	221
gene-KPN_04067	CP000647.1	4455301	4455624	+	324	93
gene-KPN_04068	CP000647.1	4455754	4456206	-	453	119
gene-KPN_04069	CP000647.1	4456343	4457734	-	1392	30
gene-KPN_04070	CP000647.1	4457880	4459208	-	1329	25
gene-KPN_04071	CP000647.1	4459220	4460722	-	1503	6
gene-KPN_04072	CP000647.1	4460719	4461312	-	594	5
gene-KPN_04073	CP000647.1	4461463	4461750	-	288	118
gene-KPN_04074	CP000647.1	4461754	4463412	-	1659	189
gene-KPN_04075	CP000647.1	4463547	4463642	-	96	102
gene-KPN_04076	CP000647.1	4464473	4464931	+	459	37
gene-KPN_04077	CP000647.1	4464999	4465832	+	834	36
gene-KPN_04078	CP000647.1	4466041	4467192	+	1152	102
gene-KPN_04079	CP000647.1	4467352	4468275	-	924	192
gene-KPN_04080	CP000647.1	4468501	4469838	+	1338	28
gene-KPN_04081	CP000647.1	4469853	4471184	+	1332	42
gene-KPN_04082	CP000647.1	4471188	4471613	-	426	29
gene-KPN_04083	CP000647.1	4471685	4472047	-	363	40
gene-KPN_04084	CP000647.1	4472037	4472384	-	348	56
gene-KPN_04085	CP000647.1	4472486	4473808	-	1323	381
gene-KPN_04086	CP000647.1	4473805	4475556	-	1752	97
gene-KPN_04087	CP000647.1	4475726	4476448	+	723	1319
gene-KPN_04088	CP000647.1	4476440	4478101	-	1662	588
gene-KPN_04089	CP000647.1	4478203	4479027	-	825	101
gene-KPN_04090	CP000647.1	4479164	4479592	-	429	22
gene-KPN_04091	CP000647.1	4479709	4480167	-	459	300
gene-KPN_04092	CP000647.1	4480509	4480769	+	261	242
gene-KPN_04093	CP000647.1	4480771	4481997	-	1227	148
gene-KPN_04094	CP000647.1	4482049	4483386	-	1338	7
gene-KPN_04095	CP000647.1	4483564	4484712	-	1149	18
gene-KPN_04096	CP000647.1	4484709	4485326	-	618	13
gene-KPN_04097	CP000647.1	4485310	4486188	-	879	13
gene-KPN_04098	CP000647.1	4486185	4486874	-	690	44
gene-KPN_04099	CP000647.1	4487104	4488237	-	1134	23
gene-KPN_04100	CP000647.1	4488234	4489295	-	1062	49
gene-KPN_04101	CP000647.1	4489466	4490278	-	813	258
gene-KPN_04102	CP000647.1	4490480	4492894	-	2415	2828
gene-KPN_04103	CP000647.1	4492923	4493996	-	1074	92
gene-KPN_04104	CP000647.1	4494143	4495243	-	1101	1444
gene-KPN_04105	CP000647.1	4495248	4496582	-	1335	334
gene-KPN_04106	CP000647.1	4497273	4497413	+	141	3878
gene-KPN_04107	CP000647.1	4497465	4497662	-	198	242
gene-KPN_04108	CP000647.1	4497749	4498009	+	261	145
gene-KPN_04109	CP000647.1	4498012	4499658	+	1647	1114
gene-KPN_04110	CP000647.1	4499853	4501217	+	1365	28
gene-KPN_04111	CP000647.1	4501680	4502501	+	822	0
gene-KPN_04112	CP000647.1	4502769	4503332	-	564	0
gene-KPN_04113	CP000647.1	4503577	4503963	-	387	0
gene-KPN_04114	CP000647.1	4505094	4505948	+	855	0
gene-KPN_04115	CP000647.1	4506083	4506706	+	624	0
gene-KPN_04116	CP000647.1	4507230	4507979	+	750	0
gene-KPN_04117	CP000647.1	4508198	4508401	-	204	0
gene-KPN_04118	CP000647.1	4508776	4512537	+	3762	0
gene-KPN_04119	CP000647.1	4512889	4513308	+	420	15
gene-KPN_04120	CP000647.1	4513408	4514586	+	1179	81
gene-KPN_04121	CP000647.1	4514561	4515520	+	960	29
gene-KPN_04122	CP000647.1	4515830	4516405	+	576	106
gene-KPN_04123	CP000647.1	4516442	4517008	+	567	377
gene-KPN_04124	CP000647.1	4517054	4518391	-	1338	216
gene-KPN_04125	CP000647.1	4518561	4519226	+	666	108
gene-KPN_04126	CP000647.1	4519306	4520025	-	720	291
gene-KPN_04127	CP000647.1	4520075	4521241	-	1167	1200
gene-KPN_04128	CP000647.1	4521280	4522833	-	1554	670
gene-KPN_04129	CP000647.1	4523392	4524117	-	726	132
gene-KPN_04130	CP000647.1	4524168	4524941	-	774	58
gene-KPN_04131	CP000647.1	4524989	4525879	-	891	46
gene-KPN_04132	CP000647.1	4525879	4526838	-	960	110
gene-KPN_04133	CP000647.1	4526967	4528007	-	1041	332
gene-KPN_04134	CP000647.1	4528347	4530176	-	1830	3579
gene-KPN_04135	CP000647.1	4530360	4531715	-	1356	934
gene-KPN_04136	CP000647.1	4532427	4532846	-	420	2656
gene-KPN_04137	CP000647.1	4532867	4534249	-	1383	9633
gene-KPN_04138	CP000647.1	4534276	4535139	-	864	4759
gene-KPN_04139	CP000647.1	4535190	4536731	-	1542	28109
gene-KPN_04140	CP000647.1	4536744	4537277	-	534	3590
gene-KPN_04141	CP000647.1	4537292	4537756	-	465	5391
gene-KPN_04142	CP000647.1	4537813	4538052	-	240	936
gene-KPN_04143	CP000647.1	4538102	4538902	-	801	1448
gene-KPN_04144	CP000647.1	4538925	4539305	-	381	747
gene-KPN_04145	CP000647.1	4539922	4540545	-	624	90
gene-KPN_04146	CP000647.1	4540661	4542550	-	1890	1200
gene-KPN_04147	CP000647.1	4542932	4543372	-	441	469
gene-KPN_04148	CP000647.1	4543472	4543930	-	459	28
gene-KPN_04149	CP000647.1	4544082	4545074	+	993	12
gene-KPN_04150	CP000647.1	4545078	4546526	-	1449	237
gene-KPN_04151	CP000647.1	4546523	4548022	-	1500	960
gene-KPN_04152	CP000647.1	4548240	4550108	+	1869	783
gene-KPN_04153	CP000647.1	4550294	4550713	+	420	180
gene-KPN_04154	CP000647.1	4550724	4552229	+	1506	151
gene-KPN_04155	CP000647.1	4552235	4553200	+	966	122
gene-KPN_04156	CP000647.1	4553228	4554118	+	891	1193
gene-KPN_04157	CP000647.1	4554219	4555151	+	933	118
gene-KPN_04158	CP000647.1	4555164	4556147	+	984	118
gene-KPN_04159	CP000647.1	4556144	4557541	-	1398	194
gene-KPN_04160	CP000647.1	4557554	4558255	-	702	688
gene-KPN_04161	CP000647.1	4558733	4560276	+	1544	181288
gene-KPN_04162	CP000647.1	4560357	4560432	+	76	3034
gene-KPN_04163	CP000647.1	4560615	4563518	+	2904	424628
gene-KPN_04164	CP000647.1	4563611	4563733	+	123	105685
gene-KPN_04165	CP000647.1	4563927	4564094	+	168	16
gene-KPN_04166	CP000647.1	4564095	4564475	-	381	50
gene-KPN_04167	CP000647.1	4564598	4565179	-	582	48
gene-KPN_04168	CP000647.1	4565245	4565520	+	276	1413
gene-KPN_04169	CP000647.1	4565596	4566582	+	987	700
gene-KPN_04170	CP000647.1	4566610	4567233	+	624	903
gene-KPN_04171	CP000647.1	4567281	4568180	-	900	129
gene-KPN_04172	CP000647.1	4568577	4571369	+	2793	1747
gene-KPN_04173	CP000647.1	4571717	4572349	-	633	298
gene-KPN_04174	CP000647.1	4572933	4573439	+	507	901
gene-KPN_04175	CP000647.1	4573628	4575001	+	1374	324
gene-KPN_04176	CP000647.1	4575258	4576667	-	1410	285
gene-KPN_04177	CP000647.1	4576676	4577725	-	1050	162
gene-KPN_04178	CP000647.1	4577914	4579299	-	1386	756
gene-KPN_04179	CP000647.1	4579702	4581525	+	1824	5509
gene-KPN_04180	CP000647.1	4581661	4582260	+	600	628
gene-KPN_04181	CP000647.1	4582254	4583114	+	861	288
gene-KPN_04182	CP000647.1	4583111	4583548	+	438	183
gene-KPN_04183	CP000647.1	4583593	4584534	+	942	337
gene-KPN_04184	CP000647.1	4584548	4585465	-	918	91
gene-KPN_04185	CP000647.1	4585664	4585912	+	249	1087
gene-KPN_04186	CP000647.1	4585912	4586295	+	384	223
gene-KPN_04187	CP000647.1	4586469	4587398	-	930	1156
gene-KPN_04188	CP000647.1	4587395	4588030	-	636	3260
gene-KPN_04189	CP000647.1	4588027	4588929	-	903	3414
gene-KPN_04190	CP000647.1	4588942	4591356	-	2415	11794
gene-KPN_04191	CP000647.1	4592149	4592985	+	837	208
gene-KPN_04192	CP000647.1	4593114	4593326	+	213	24
gene-KPN_04193	CP000647.1	4593729	4594709	+	981	48
gene-KPN_04194	CP000647.1	4594721	4595035	+	315	53
gene-KPN_04195	CP000647.1	4595028	4596395	+	1368	41
gene-KPN_04196	CP000647.1	4596382	4597224	+	843	126
gene-KPN_04197	CP000647.1	4597562	4597999	+	438	14
gene-KPN_04198	CP000647.1	4597996	4598589	+	594	10
gene-KPN_04199	CP000647.1	4598586	4598909	-	324	8
gene-KPN_04200	CP000647.1	4598909	4599568	-	660	12
gene-KPN_04201	CP000647.1	4599614	4600216	+	603	76
gene-KPN_04202	CP000647.1	4600304	4601299	+	996	81
gene-KPN_04203	CP000647.1	4601415	4603538	+	2124	94
gene-KPN_04204	CP000647.1	4603580	4604845	+	1266	322
gene-KPN_04205	CP000647.1	4604883	4605197	-	315	16
gene-KPN_04206	CP000647.1	4605194	4606333	-	1140	2
gene-KPN_04207	CP000647.1	4606431	4607435	-	1005	17
gene-KPN_04208	CP000647.1	4607432	4608439	-	1008	2
gene-KPN_04209	CP000647.1	4608436	4609947	-	1512	22
gene-KPN_04210	CP000647.1	4610093	4611079	-	987	25
gene-KPN_04211	CP000647.1	4611161	4611991	-	831	8
gene-KPN_04212	CP000647.1	4612141	4613400	-	1260	10
gene-KPN_04213	CP000647.1	4613397	4614863	-	1467	14
gene-KPN_04214	CP000647.1	4615174	4616010	+	837	15
gene-KPN_04215	CP000647.1	4616084	4616929	+	846	36
gene-KPN_04216	CP000647.1	4616962	4617996	-	1035	30
gene-KPN_04217	CP000647.1	4618274	4618906	+	633	856
gene-KPN_04218	CP000647.1	4618979	4619653	+	675	107
gene-KPN_04219	CP000647.1	4619721	4621094	-	1374	725
gene-KPN_04220	CP000647.1	4621091	4621789	-	699	518
gene-KPN_04221	CP000647.1	4621939	4622442	+	504	3046
gene-KPN_04222	CP000647.1	4622601	4623503	+	903	240
gene-KPN_04223	CP000647.1	4623700	4624662	+	963	2547
gene-KPN_04224	CP000647.1	4624724	4625209	-	486	3926
gene-KPN_04225	CP000647.1	4625302	4626222	-	921	738
gene-KPN_04226	CP000647.1	4626292	4627626	-	1335	690
gene-KPN_04227	CP000647.1	4627636	4628166	-	531	323
gene-KPN_04228	CP000647.1	4628258	4629112	-	855	189
gene-KPN_04229	CP000647.1	4629320	4630330	-	1011	251
gene-KPN_04230	CP000647.1	4630499	4632694	-	2196	160
gene-KPN_04231	CP000647.1	4632947	4633159	+	213	465
gene-KPN_04232	CP000647.1	4633261	4633578	-	318	3807
gene-KPN_04233	CP000647.1	4633846	4635006	+	1161	210
gene-KPN_04234	CP000647.1	4635009	4637441	+	2433	347
gene-KPN_04235	CP000647.1	4637416	4638552	-	1137	88
gene-KPN_04236	CP000647.1	4638706	4640247	+	1542	80
gene-KPN_04237	CP000647.1	4640285	4640656	-	372	18
gene-KPN_04238	CP000647.1	4640748	4641656	+	909	49
gene-KPN_04239	CP000647.1	4641885	4642772	+	888	287
gene-KPN_04240	CP000647.1	4642904	4643797	+	894	54
gene-KPN_04241	CP000647.1	4643861	4644964	-	1104	276
gene-KPN_04242	CP000647.1	4645019	4645681	-	663	239
gene-KPN_04243	CP000647.1	4645887	4646753	-	867	134
gene-KPN_04244	CP000647.1	4646898	4647548	+	651	79
gene-KPN_04245	CP000647.1	4647592	4650267	-	2676	986
gene-KPN_04246	CP000647.1	4650502	4651692	-	1191	61
gene-KPN_04247	CP000647.1	4651767	4652771	+	1005	20
gene-KPN_04248	CP000647.1	4652778	4653554	+	777	32
gene-KPN_04249	CP000647.1	4653654	4655027	+	1374	350
gene-KPN_04250	CP000647.1	4655287	4656204	+	918	411
gene-KPN_04251	CP000647.1	4656187	4657587	-	1401	1297
gene-KPN_04252	CP000647.1	4657787	4658419	+	633	210
gene-KPN_04253	CP000647.1	4658435	4658794	+	360	185
gene-KPN_04254	CP000647.1	4658846	4659946	-	1101	162
gene-KPN_04255	CP000647.1	4660313	4662169	+	1857	45
gene-KPN_04256	CP000647.1	4662183	4662965	+	783	255
gene-KPN_04257	CP000647.1	4663363	4664906	+	1544	149055
gene-KPN_04258	CP000647.1	4664973	4665049	+	77	1860
gene-KPN_04259	CP000647.1	4665156	4665231	+	76	586
gene-KPN_04260	CP000647.1	4665401	4668304	+	2904	370839
gene-KPN_04261	CP000647.1	4668397	4668519	+	123	105382
gene-KPN_04262	CP000647.1	4668572	4668648	+	77	430
gene-KPN_04263	CP000647.1	4668702	4668777	+	76	29
gene-KPN_04264	CP000647.1	4668886	4669719	-	834	92
gene-KPN_04265	CP000647.1	4669826	4670164	+	339	1179
gene-KPN_04266	CP000647.1	4670189	4671709	-	1521	118
gene-KPN_04267	CP000647.1	4672303	4673949	+	1647	78
gene-KPN_04268	CP000647.1	4673946	4674203	+	258	15
gene-KPN_04269	CP000647.1	4674220	4675149	+	930	192
gene-KPN_04270	CP000647.1	4675210	4677060	+	1851	251
gene-KPN_04271	CP000647.1	4677063	4678607	+	1545	213
gene-KPN_04272	CP000647.1	4678604	4679494	-	891	17
gene-KPN_04273	CP000647.1	4679647	4681122	+	1476	633
gene-KPN_04274	CP000647.1	4681326	4681607	-	282	60
gene-KPN_04275	CP000647.1	4681659	4681940	-	282	35
gene-KPN_04276	CP000647.1	4682053	4684074	+	2022	282
gene-KPN_04277	CP000647.1	4684079	4684801	-	723	27
gene-KPN_04278	CP000647.1	4684864	4685862	-	999	27
gene-KPN_04279	CP000647.1	4685993	4686919	-	927	156
gene-KPN_04280	CP000647.1	4686939	4688438	-	1500	692
gene-KPN_04281	CP000647.1	4688566	4689831	-	1266	593
gene-KPN_04282	CP000647.1	4690173	4690502	+	330	4200
gene-KPN_04283	CP000647.1	4690833	4692092	+	1260	6538
gene-KPN_04284	CP000647.1	4692432	4693436	+	1005	259
gene-KPN_04285	CP000647.1	4693450	4694496	+	1047	909
gene-KPN_04286	CP000647.1	4694598	4695683	+	1086	940
gene-KPN_04287	CP000647.1	4695680	4696942	+	1263	620
gene-KPN_04288	CP000647.1	4696933	4698006	+	1074	421
gene-KPN_04289	CP000647.1	4698022	4698906	+	885	631
gene-KPN_04290	CP000647.1	4698884	4699558	+	675	41
gene-KPN_04291	CP000647.1	4699564	4700694	+	1131	225
gene-KPN_04292	CP000647.1	4700696	4701946	+	1251	125
gene-KPN_04293	CP000647.1	4701943	4703019	+	1077	80
gene-KPN_04294	CP000647.1	4703016	4704362	+	1347	283
gene-KPN_04295	CP000647.1	4704368	4705114	+	747	70
gene-KPN_04296	CP000647.1	4705320	4706684	+	1365	266
gene-KPN_04297	CP000647.1	4706808	4706884	+	77	169
gene-KPN_04298	CP000647.1	4706940	4707015	+	76	112
gene-KPN_04299	CP000647.1	4707039	4707125	+	87	228
gene-KPN_04300	CP000647.1	4707168	4707244	+	77	112
gene-KPN_04301	CP000647.1	4707706	4708902	-	1197	331
gene-KPN_04302	CP000647.1	4708906	4710087	-	1182	633
gene-KPN_04303	CP000647.1	4710109	4710849	-	741	113
gene-KPN_04304	CP000647.1	4710846	4711787	-	942	180
gene-KPN_04305	CP000647.1	4712145	4714697	+	2553	2778
gene-KPN_04306	CP000647.1	4714746	4715066	-	321	275
gene-KPN_04307	CP000647.1	4715213	4715416	+	204	137
gene-KPN_04308	CP000647.1	4715449	4716276	+	828	152
gene-KPN_04309	CP000647.1	4716273	4716980	+	708	56
gene-KPN_04310	CP000647.1	4716977	4717879	+	903	125
gene-KPN_04311	CP000647.1	4717879	4718595	+	717	63
gene-KPN_04312	CP000647.1	4718659	4720821	+	2163	531
gene-KPN_04313	CP000647.1	4721129	4722127	+	999	552
gene-KPN_04314	CP000647.1	4722171	4723064	-	894	71
gene-KPN_04315	CP000647.1	4723113	4723577	-	465	22
gene-KPN_04316	CP000647.1	4723730	4724590	+	861	144
gene-KPN_04317	CP000647.1	4724658	4726484	+	1827	227
gene-KPN_04318	CP000647.1	4726546	4727166	+	621	137
gene-KPN_04319	CP000647.1	4727211	4728119	-	909	837
gene-KPN_04320	CP000647.1	4728282	4728902	-	621	17
gene-KPN_04321	CP000647.1	4729012	4730004	+	993	925
gene-KPN_04322	CP000647.1	4730049	4730849	+	801	229
gene-KPN_04323	CP000647.1	4730938	4731837	+	900	18
gene-KPN_04324	CP000647.1	4731725	4732678	-	954	81
gene-KPN_04325	CP000647.1	4732926	4735190	+	2265	116
gene-KPN_04326	CP000647.1	4735249	4736061	-	813	949
gene-KPN_04327	CP000647.1	4736334	4737095	+	762	3101
gene-KPN_04328	CP000647.1	4737231	4738679	+	1449	212
gene-KPN_04329	CP000647.1	4738750	4739505	+	756	719
gene-KPN_04330	CP000647.1	4739519	4740124	+	606	105
gene-KPN_04331	CP000647.1	4740121	4741761	+	1641	1273
gene-KPN_04332	CP000647.1	4741891	4742142	+	252	322
gene-KPN_04333	CP000647.1	4742146	4742682	+	537	890
gene-KPN_04334	CP000647.1	4742685	4743464	+	780	326
gene-KPN_04335	CP000647.1	4743497	4744300	+	804	64
gene-KPN_04336	CP000647.1	4744297	4744785	-	489	222
gene-KPN_04337	CP000647.1	4744964	4746439	+	1476	772
gene-KPN_04338	CP000647.1	4746489	4747190	+	702	1240
gene-KPN_04339	CP000647.1	4747297	4748460	-	1164	662
gene-KPN_04340	CP000647.1	4748470	4750659	-	2190	640
gene-KPN_04341	CP000647.1	4750851	4752182	+	1332	968
gene-KPN_04342	CP000647.1	4752182	4752796	+	615	942
gene-KPN_04343	CP000647.1	4752895	4754286	+	1392	360
gene-KPN_04344	CP000647.1	4754292	4754831	+	540	277
gene-KPN_04345	CP000647.1	4755220	4756763	+	1544	149493
gene-KPN_04346	CP000647.1	4756827	4756903	+	77	74
gene-KPN_04347	CP000647.1	4756940	4757015	+	76	429
